index;carat;cut;color;clarity;depth;table;price;x;y;z
7636;0.42;Very Good;H;SI1;86.5;62.6;904.0;7.26;3.19;4.52
7637;0.2;Ideal;H;VS1;56.4;61.1;338.0;7.04;5.31;3.48
7638;0.5;Good;J;SI1;57.1;53.9;974.0;4.16;7.39;3.3
7639;0.2;Premium;H;SI2;107.1;60.7;300.0;3.81;6.4;5.47
7640;0.72;Very Good;J;SI1;110.0;57.0;1692.0;3.19;5.23;4.63
7641;0.68;Ideal;J;VS2;115.0;61.1;2289.0;4.18;3.02;4.14
7642;0.2;Fair;F;VS2;84.4;62.2;300.0;7.04;4.38;4.82
7643;0.2;Good;J;VVS2;50.5;58.5;647.0;3.21;6.69;2.5
7644;0.2;Premium;H;VVS2;61.9;63.8;493.0;3.14;5.07;2.54
7645;0.2;Fair;H;VVS2;43.5;59.9;490.0;5.27;3.93;2.0
7646;0.3;Ideal;I;SI2;132.1;53.5;300.0;3.11;4.28;4.88
7647;0.21;Good;F;VVS2;74.8;53.1;302.0;4.35;5.92;3.84
7648;0.33;Premium;D;VS2;41.5;60.7;1080.0;6.7;3.56;2.13
7649;0.2;Ideal;D;VVS2;79.4;61.1;391.0;5.44;4.68;4.02
7650;0.2;Fair;E;VVS1;68.3;61.4;300.0;5.04;7.11;4.15
7651;0.21;Premium;E;SI1;48.0;62.4;300.0;7.23;5.26;3.0
7652;0.2;Ideal;G;VS2;68.4;58.3;473.0;6.5;7.1;4.65
7653;0.2;Very Good;E;VS2;61.1;57.5;425.0;3.1;6.55;2.95
7654;0.72;Premium;G;VVS2;94.5;55.0;2816.0;6.19;3.57;4.61
7655;0.21;Very Good;J;VS1;78.9;56.4;300.0;6.45;6.07;4.94
7656;0.22;Premium;I;VS1;56.0;59.9;354.0;7.18;4.68;3.32
7657;0.2;Very Good;F;VS2;48.5;54.6;300.0;5.59;7.9;3.27
7658;0.2;Premium;E;IF;112.2;54.0;337.0;5.96;3.58;5.35
7659;0.2;Premium;H;VVS2;78.7;57.7;897.0;5.08;5.74;4.26
7660;1.22;Premium;H;SI2;147.9;57.3;4994.0;3.16;3.94;5.25
7661;0.47;Ideal;I;VS1;66.5;58.8;1212.0;3.43;6.1;3.17
7662;0.2;Very Good;H;VS2;109.1;59.3;384.0;3.59;5.08;4.73
7663;0.2;Very Good;G;VVS2;121.4;63.1;353.0;3.63;3.09;4.08
7664;0.2;Fair;G;SI2;51.5;57.8;394.0;7.72;4.97;3.27
7665;0.2;Premium;G;VS1;56.1;61.3;341.0;4.05;6.75;3.03
7666;1.11;Very Good;G;IF;88.7;59.0;5233.0;5.66;6.74;5.5
7667;0.2;Premium;G;VS2;94.8;54.2;300.0;3.11;3.85;3.3
7668;0.2;Fair;G;VS1;69.4;57.6;471.0;5.33;7.76;4.54
7669;0.27;Premium;H;VS1;38.4;54.2;300.0;4.67;6.32;2.11
7670;0.2;Premium;G;VS1;93.1;53.2;388.0;7.63;3.97;5.4
7671;0.39;Ideal;H;SI1;79.9;53.3;1047.0;4.73;7.66;4.95
7672;1.28;Very Good;D;SI1;37.7;53.3;6202.0;7.64;5.36;2.45
7673;0.67;Very Good;I;VS1;97.7;53.1;1878.0;5.03;5.94;5.36
7674;1.81;Premium;H;VVS2;95.7;53.6;10452.0;5.0;3.82;4.22
7675;0.32;Very Good;H;VVS1;51.5;63.7;767.0;5.72;4.33;2.59
7676;0.22;Very Good;F;VVS1;99.2;57.8;616.0;3.2;5.39;4.26
7677;0.2;Good;H;VS1;51.4;53.3;300.0;7.3;5.26;3.23
7678;0.2;Ideal;E;VS1;37.0;57.2;323.0;6.15;6.44;2.33
7679;0.2;Good;H;VS2;97.8;63.0;300.0;3.14;6.64;4.78
7680;0.2;Fair;F;VS1;58.6;62.8;300.0;5.78;7.73;3.96
7681;0.31;Premium;G;VVS2;78.0;64.8;790.0;7.04;5.76;4.99
7682;0.87;Ideal;J;VS1;59.6;54.5;3158.0;5.15;3.87;2.69
7683;0.2;Very Good;F;SI2;78.5;63.7;300.0;7.31;5.79;5.14
7684;0.2;Very Good;G;VVS1;89.3;53.0;474.0;4.19;7.92;5.41
7685;0.48;Very Good;H;SI1;48.5;57.7;1490.0;5.95;3.83;2.37
7686;0.59;Good;F;SI2;48.2;56.0;1270.0;7.21;7.92;3.65
7687;0.28;Ideal;G;VS1;50.5;58.4;702.0;5.14;4.64;2.47
7688;0.35;Ideal;F;VS1;36.3;62.7;972.0;5.22;7.67;2.34
7689;1.03;Ideal;E;VS2;79.7;57.6;4832.0;3.75;6.57;4.11
7690;0.2;Very Good;E;VVS2;40.6;53.5;300.0;5.2;7.26;2.53
7691;0.31;Ideal;G;VS1;67.2;63.6;945.0;6.52;3.24;3.28
7692;0.2;Ideal;G;VS2;65.2;56.4;1008.0;3.31;5.98;3.03
7693;0.2;Very Good;G;SI1;48.3;58.1;334.0;4.66;7.84;3.02
7694;0.25;Premium;E;SI2;91.0;61.3;635.0;4.77;6.26;5.02
7695;0.98;Good;F;VS1;77.6;60.1;3551.0;6.18;4.8;4.26
7696;0.2;Good;E;VS1;39.5;62.1;300.0;6.47;5.12;2.29
7697;0.2;Premium;I;VS2;51.4;62.9;300.0;7.48;3.89;2.92
7698;0.2;Ideal;G;VVS2;84.6;58.5;300.0;5.54;7.04;5.32
7699;0.63;Very Good;G;VS2;82.6;63.3;1852.0;6.84;5.14;4.95
7700;1.04;Very Good;F;VVS2;53.2;60.6;4326.0;5.85;3.39;2.46
7701;0.29;Ideal;F;SI1;61.3;58.0;803.0;3.5;6.9;3.19
7702;0.2;Premium;I;SI2;87.5;53.3;486.0;5.15;3.01;3.57
7703;0.2;Good;G;VS1;43.7;60.2;300.0;3.37;7.8;2.44
7704;0.2;Ideal;I;SI2;54.1;53.5;701.0;7.34;6.04;3.62
7705;0.2;Ideal;G;SI2;43.3;56.0;300.0;7.48;4.62;2.62
7706;0.49;Very Good;H;SI2;88.3;53.7;975.0;3.93;7.06;4.85
7707;0.26;Ideal;H;SI1;33.3;55.7;733.0;7.08;5.91;2.16
7708;0.2;Ideal;G;VS1;138.7;64.0;410.0;3.13;3.43;4.55
7709;0.29;Very Good;F;VS2;56.4;59.8;586.0;7.68;3.24;3.08
7710;0.35;Premium;I;SI1;90.0;60.7;704.0;5.72;6.48;5.49
7711;0.54;Fair;G;SI1;60.3;53.6;1046.0;4.13;4.69;2.66
7712;0.2;Good;I;VVS1;89.5;59.5;302.0;7.11;3.3;4.66
7713;0.2;Premium;E;VVS1;66.7;59.6;460.0;7.66;4.15;3.94
7714;0.22;Good;H;SI2;61.3;57.6;300.0;7.79;6.53;4.39
7715;0.46;Very Good;G;IF;82.9;55.1;1303.0;5.9;5.68;4.8
7716;0.2;Ideal;G;VVS2;49.4;58.7;300.0;4.61;7.85;3.08
7717;0.28;Very Good;I;VS1;48.8;60.6;706.0;3.32;7.66;2.68
7718;0.29;Fair;H;VS2;49.7;58.2;507.0;6.63;4.12;2.67
7719;0.46;Ideal;J;SI2;102.9;53.1;1176.0;4.23;3.93;4.2
7720;0.54;Ideal;I;SI2;49.3;56.8;1653.0;5.15;7.96;3.23
7721;0.38;Very Good;H;SI1;76.0;59.8;877.0;5.36;6.19;4.39
7722;0.2;Ideal;F;VVS2;53.1;55.5;300.0;7.31;6.75;3.73
7723;0.2;Ideal;E;VVS2;85.7;55.9;523.0;3.57;4.64;3.52
7724;0.46;Ideal;G;SI1;47.1;63.1;1325.0;6.16;7.59;3.24
7725;0.2;Premium;D;SI1;72.1;60.6;401.0;4.21;4.94;3.3
7726;0.2;Good;E;SI2;49.6;64.9;458.0;7.85;5.0;3.19
7727;0.2;Good;E;SI1;87.3;57.3;300.0;4.02;3.38;3.23
7728;1.43;Ideal;G;SI1;44.7;61.0;7226.0;7.54;7.08;3.27
7729;0.67;Ideal;H;VS1;67.3;55.4;2762.0;4.29;7.42;3.94
7730;0.2;Good;H;VS2;34.1;57.1;300.0;6.01;7.85;2.36
7731;0.52;Ideal;I;SI1;89.3;54.7;1361.0;5.69;4.37;4.49
7732;0.84;Premium;G;VS2;78.1;60.5;3051.0;5.46;4.81;4.01
7733;0.39;Premium;G;VS1;66.3;58.2;948.0;5.65;4.94;3.51
7734;0.2;Very Good;F;VS2;90.8;61.7;469.0;3.6;3.69;3.31
7735;0.22;Ideal;G;SI1;61.8;55.5;381.0;6.81;6.14;4.0
7736;0.48;Ideal;G;SI1;65.8;55.6;1388.0;5.38;3.56;2.94
7737;0.54;Fair;G;VS1;62.4;59.6;1089.0;3.89;5.34;2.88
7738;0.2;Ideal;J;VS2;46.6;60.6;300.0;6.63;3.29;2.31
7739;0.2;Good;D;VS2;56.1;58.2;389.0;5.17;4.42;2.69
7740;0.36;Ideal;J;IF;46.6;62.3;1058.0;7.76;5.06;2.99
7741;1.15;Very Good;H;SI1;72.8;55.2;4288.0;7.42;5.35;4.65
7742;0.2;Ideal;F;SI1;39.8;54.5;300.0;7.17;3.14;2.05
7743;0.2;Premium;F;VVS2;52.1;56.6;850.0;3.9;5.47;2.44
7744;0.27;Premium;H;SI2;87.8;58.1;527.0;3.9;7.04;4.8
7745;0.29;Ideal;E;VS1;52.8;63.8;541.0;3.75;6.86;2.8
7746;0.21;Very Good;F;SI1;30.9;60.6;300.0;5.76;6.14;1.84
7747;0.2;Ideal;H;VS1;40.2;59.4;501.0;5.28;4.91;2.05
7748;0.2;Good;E;SI2;71.5;60.4;591.0;4.02;5.01;3.23
7749;0.45;Premium;G;VS1;109.0;54.5;1649.0;6.23;3.22;5.15
7750;0.45;Premium;H;VVS1;38.2;60.4;1257.0;5.21;7.83;2.49
7751;0.2;Ideal;H;VS2;80.1;64.6;650.0;4.34;3.08;2.97
7752;0.2;Ideal;G;VS1;55.2;54.1;300.0;7.63;5.95;3.75
7753;1.4;Premium;J;VVS2;39.5;60.5;6114.0;5.23;6.72;2.36
7754;0.8;Premium;H;SI2;103.1;58.3;2599.0;4.03;5.92;5.13
7755;0.2;Premium;G;SI2;122.1;60.8;300.0;3.45;3.97;4.53
7756;0.2;Ideal;E;VS1;98.7;54.4;558.0;4.33;3.31;3.77
7757;0.27;Good;F;VS1;61.7;54.5;485.0;7.82;4.27;3.73
7758;0.2;Ideal;G;VVS2;72.9;59.2;422.0;6.43;7.69;5.15
7759;0.2;Fair;H;SI1;63.9;56.0;300.0;5.96;5.91;3.79
7760;0.2;Ideal;J;VS2;83.1;54.4;300.0;6.24;4.33;4.39
7761;0.3;Good;H;VVS1;127.9;60.5;491.0;4.97;3.35;5.32
7762;0.2;Fair;E;VS2;87.7;58.3;445.0;6.42;3.75;4.46
7763;0.54;Premium;F;VS1;76.4;62.6;1906.0;4.86;3.49;3.19
7764;0.62;Very Good;G;SI1;54.6;64.6;1734.0;7.33;6.82;3.86
7765;0.2;Good;E;SI2;81.8;58.5;300.0;6.38;6.02;5.07
7766;0.77;Good;E;VVS2;71.1;54.1;2667.0;7.17;6.02;4.69
7767;0.2;Premium;E;VS2;66.1;64.5;300.0;5.83;5.07;3.6
7768;1.05;Good;I;SI2;100.1;58.7;2810.0;4.99;3.82;4.41
7769;0.2;Ideal;E;VVS1;81.4;61.6;628.0;7.87;3.04;4.44
7770;0.2;Ideal;J;SI2;55.3;60.4;305.0;3.64;3.45;1.96
7771;0.23;Very Good;H;VVS1;120.6;61.3;300.0;4.76;3.07;4.72
7772;0.2;Premium;E;VS1;36.8;54.9;597.0;4.94;5.7;1.96
7773;0.2;Very Good;G;VS1;70.0;62.7;385.0;4.28;6.87;3.9
7774;0.25;Ideal;F;VVS2;36.3;63.1;642.0;7.46;4.99;2.26
7775;0.29;Very Good;F;VVS1;63.5;54.4;665.0;5.93;3.26;2.92
7776;0.42;Premium;F;VS2;28.0;62.8;1084.0;6.36;7.98;2.01
7777;0.34;Very Good;F;VVS2;76.1;63.0;1031.0;7.66;4.01;4.44
7778;0.2;Premium;D;VS2;60.6;62.4;665.0;3.58;6.19;2.96
7779;0.2;Premium;J;IF;40.0;55.2;300.0;5.08;3.98;1.81
7780;0.2;Very Good;H;VS2;66.1;57.7;698.0;6.57;4.45;3.64
7781;0.31;Very Good;H;VS1;75.7;64.2;708.0;6.88;4.06;4.14
7782;0.2;Premium;G;SI1;103.3;64.6;731.0;5.2;4.81;5.17
7783;0.81;Good;F;VS2;81.4;54.3;2656.0;6.77;6.75;5.5
7784;0.41;Very Good;F;VS1;57.7;57.9;1104.0;6.72;4.55;3.25
7785;0.2;Ideal;G;SI2;56.6;55.5;537.0;4.11;6.59;3.03
7786;0.2;Premium;F;VS2;83.5;62.7;300.0;7.92;3.72;4.86
7787;0.2;Ideal;I;VVS2;67.8;56.9;300.0;7.05;3.01;3.41
7788;0.2;Ideal;I;VVS2;59.0;53.2;746.0;7.44;5.64;3.86
7789;0.26;Premium;I;VS2;46.7;59.9;300.0;5.92;5.25;2.61
7790;0.59;Ideal;F;SI2;88.5;58.6;1986.0;6.13;5.01;4.93
7791;0.2;Fair;H;VS2;67.9;59.4;395.0;5.75;5.45;3.8
7792;0.26;Very Good;H;VS2;33.0;58.3;366.0;7.87;7.82;2.59
7793;0.2;Good;H;SI1;34.1;59.2;300.0;7.56;5.7;2.26
7794;0.45;Premium;G;SI1;57.3;54.8;1060.0;3.65;6.61;2.94
7795;0.2;Premium;E;VS2;73.7;56.1;352.0;4.43;7.97;4.57
7796;0.43;Ideal;H;VVS2;80.1;62.3;1355.0;6.51;3.13;3.86
7797;0.2;Very Good;H;SI1;64.0;57.6;382.0;3.17;7.01;3.26
7798;0.38;Ideal;H;VS1;47.9;56.3;1100.0;5.52;5.21;2.57
7799;0.36;Good;E;VVS2;96.1;62.5;825.0;5.52;3.18;4.18
7800;0.93;Premium;E;VVS2;91.0;55.4;4643.0;5.66;4.41;4.58
7801;0.32;Premium;E;VS2;89.2;58.6;861.0;4.33;6.54;4.85
7802;0.27;Good;J;VVS2;109.4;59.7;602.0;3.15;5.86;4.93
7803;0.2;Fair;H;SI2;68.2;57.5;300.0;3.07;6.66;3.32
7804;0.2;Premium;H;VVS1;95.8;53.3;388.0;6.74;3.36;4.84
7805;0.87;Very Good;J;IF;73.8;55.3;2985.0;3.68;5.8;3.5
7806;0.36;Fair;H;IF;60.0;55.3;753.0;4.39;6.18;3.17
7807;0.2;Premium;J;SI1;30.6;56.3;300.0;5.27;6.9;1.86
7808;0.73;Premium;F;SI2;67.3;62.3;2377.0;5.21;4.63;3.31
7809;0.2;Very Good;G;VS2;86.8;54.9;434.0;7.28;4.68;5.19
7810;0.2;Premium;H;SI1;56.4;59.6;300.0;7.43;6.44;3.91
7811;0.2;Fair;G;VVS2;91.5;53.8;633.0;4.14;5.32;4.33
7812;1.57;Good;E;SI1;66.0;64.5;6993.0;6.71;6.2;4.26
7813;0.63;Ideal;I;VS2;51.9;64.3;1836.0;4.52;7.88;3.22
7814;0.2;Very Good;H;VVS2;70.5;59.0;300.0;6.18;7.06;4.67
7815;0.2;Premium;G;VS1;56.5;56.3;616.0;3.21;5.08;2.34
7816;0.2;Ideal;J;VVS2;72.5;59.6;400.0;6.07;7.29;4.84
7817;0.2;Good;G;VVS2;33.8;57.7;339.0;6.0;5.55;1.95
7818;0.23;Good;I;SI1;92.4;54.1;449.0;7.64;3.14;4.98
7819;0.73;Very Good;G;VS2;112.5;60.5;2195.0;4.41;3.45;4.42
7820;0.65;Premium;H;VVS2;73.1;64.8;2004.0;7.68;3.97;4.26
7821;0.65;Premium;F;SI1;79.7;62.1;2092.0;4.81;6.84;4.64
7822;0.2;Fair;J;VS1;93.9;64.9;440.0;4.1;6.96;5.19
7823;0.2;Ideal;H;VS1;54.7;63.3;542.0;6.34;7.98;3.92
7824;0.2;Ideal;E;SI2;53.1;53.8;508.0;5.24;4.41;2.56
7825;0.36;Ideal;D;VVS1;49.1;54.6;1525.0;4.86;5.28;2.49
7826;0.46;Very Good;G;VVS2;39.5;55.4;1037.0;6.23;7.68;2.75
7827;0.2;Premium;I;VVS2;111.2;64.9;300.0;5.33;3.68;5.01
7828;0.2;Ideal;G;VS2;68.3;63.5;381.0;7.04;7.39;4.93
7829;0.7;Very Good;H;SI1;23.9;63.2;2017.0;7.91;7.25;1.81
7830;0.2;Ideal;F;VVS1;78.4;59.7;300.0;4.87;5.31;3.99
7831;0.41;Very Good;G;VS2;92.0;60.3;972.0;4.92;6.1;5.07
7832;0.2;Premium;G;VVS2;45.5;56.6;300.0;4.15;4.95;2.07
7833;0.37;Fair;D;VS1;78.2;56.9;555.0;4.91;6.93;4.63
7834;1.23;Very Good;H;SI2;75.6;62.2;4514.0;4.44;4.66;3.44
7835;1.09;Premium;I;SI1;56.0;60.5;4361.0;5.04;6.43;3.21
7836;0.2;Premium;E;SI1;72.9;60.5;300.0;3.65;7.54;4.08
7837;0.2;Very Good;H;IF;81.8;54.9;432.0;3.4;4.5;3.23
7838;0.2;Fair;G;VVS2;68.9;61.0;300.0;6.92;7.37;4.92
7839;0.2;Very Good;I;SI1;112.4;58.5;300.0;4.07;5.7;5.49
7840;0.27;Good;F;SI1;67.8;54.2;405.0;6.39;5.14;3.91
7841;0.2;Premium;G;VS1;68.4;63.7;300.0;6.57;7.29;4.74
7842;0.22;Premium;F;SI2;76.3;53.1;413.0;5.8;5.53;4.32
7843;0.61;Very Good;J;VS1;75.6;53.4;1268.0;6.17;5.86;4.55
7844;0.2;Fair;J;VVS2;33.4;58.9;300.0;6.22;7.92;2.36
7845;0.2;Premium;G;VS2;97.1;63.3;300.0;4.16;5.29;4.59
7846;0.2;Premium;I;IF;36.7;63.9;315.0;4.75;7.52;2.25
7847;0.52;Good;I;VVS2;62.0;64.3;1449.0;4.4;5.69;3.13
7848;0.2;Ideal;G;VVS1;52.4;53.3;350.0;6.25;4.97;2.94
7849;0.2;Ideal;E;IF;43.3;62.8;596.0;3.88;6.47;2.24
7850;0.64;Premium;I;VS1;80.3;59.2;2376.0;3.1;6.64;3.91
7851;0.21;Premium;H;VVS1;105.4;53.5;711.0;5.23;4.01;4.87
7852;0.25;Ideal;F;SI2;72.6;61.9;493.0;4.31;5.22;3.46
7853;0.2;Very Good;I;SI1;74.8;64.6;387.0;3.81;7.26;4.14
7854;0.38;Very Good;I;VS2;44.9;53.7;912.0;5.7;5.21;2.45
7855;0.21;Ideal;G;SI1;83.3;54.1;300.0;5.12;4.41;3.97
7856;0.2;Ideal;I;VS1;97.8;55.2;679.0;4.14;6.72;5.31
7857;0.42;Premium;G;IF;39.8;53.9;1201.0;5.09;7.53;2.51
7858;0.73;Fair;I;IF;131.3;59.0;1800.0;3.94;3.57;4.93
7859;0.33;Ideal;H;SI1;67.0;59.6;459.0;5.07;4.72;3.28
7860;0.2;Fair;G;VVS2;38.1;63.7;300.0;7.6;5.43;2.48
7861;0.2;Good;H;VVS2;36.7;63.1;300.0;6.36;4.69;2.03
7862;0.2;Ideal;J;SI1;71.0;61.9;385.0;7.81;6.89;5.22
7863;0.2;Ideal;I;SI1;74.1;54.7;300.0;6.8;4.08;4.03
7864;0.2;Ideal;F;SI1;57.2;60.8;503.0;7.06;4.34;3.26
7865;0.2;Good;D;VVS2;69.5;61.6;622.0;5.02;7.84;4.47
7866;0.2;Fair;G;VS1;130.9;61.8;300.0;4.27;3.63;5.17
7867;0.49;Ideal;E;SI2;53.9;64.9;1438.0;7.86;3.98;3.19
7868;0.2;Good;G;VVS1;94.7;55.2;464.0;3.24;3.22;3.06
7869;0.2;Ideal;I;VS1;45.9;54.7;603.0;4.66;7.23;2.73
7870;0.47;Ideal;I;VVS2;81.0;53.4;1476.0;4.11;7.34;4.64
7871;0.2;Very Good;G;IF;50.0;63.4;300.0;7.29;3.34;2.66
7872;0.45;Premium;F;SI1;80.8;53.9;1529.0;3.27;6.19;3.82
7873;1.41;Good;H;VS2;85.5;62.4;5397.0;3.83;3.8;3.26
7874;0.2;Premium;F;VVS2;90.2;58.3;723.0;7.75;3.85;5.23
7875;0.2;Very Good;D;VVS2;72.6;63.8;300.0;6.68;4.83;4.18
7876;0.38;Ideal;I;VS2;39.4;55.3;1197.0;5.43;7.65;2.58
7877;0.25;Ideal;G;VVS2;61.2;53.1;878.0;6.26;4.4;3.26
7878;0.3;Premium;G;VS1;92.2;54.8;430.0;6.66;4.27;5.04
7879;0.2;Ideal;G;SI1;47.7;58.5;476.0;6.58;5.11;2.79
7880;0.73;Very Good;F;SI2;89.5;59.8;2388.0;4.87;7.4;5.49
7881;0.2;Premium;H;VS2;54.1;59.7;651.0;7.91;3.48;3.08
7882;0.2;Premium;H;VVS1;74.4;55.5;300.0;3.1;6.5;3.57
7883;0.2;Premium;G;VVS2;53.3;63.5;308.0;7.15;6.44;3.62
7884;0.5;Premium;I;SI2;35.2;55.9;1436.0;4.96;5.44;1.83
7885;0.4;Ideal;G;VVS1;51.1;58.2;1692.0;7.56;4.89;3.18
7886;0.2;Fair;J;IF;109.5;57.3;300.0;4.16;3.93;4.43
7887;0.2;Premium;F;SI1;40.0;58.9;590.0;7.79;4.21;2.4
7888;0.2;Premium;H;VVS1;59.0;55.3;520.0;5.01;5.93;3.23
7889;0.28;Good;J;SI2;68.6;57.2;612.0;5.51;5.89;3.91
7890;0.2;Premium;G;SI1;118.9;62.9;338.0;4.48;4.59;5.39
7891;0.57;Very Good;I;VVS1;84.0;60.3;1840.0;4.63;7.08;4.92
7892;0.2;Premium;G;VS1;90.9;53.9;382.0;3.41;6.09;4.32
7893;0.2;Premium;I;SI2;100.1;62.0;300.0;3.73;4.86;4.3
7894;0.65;Ideal;E;VVS1;66.7;56.0;3021.0;4.54;3.68;2.74
7895;0.76;Premium;I;VS1;36.0;62.6;2865.0;7.21;8.0;2.74
7896;0.2;Ideal;H;SI1;72.2;63.9;538.0;4.55;6.36;3.94
7897;0.71;Very Good;J;SI1;88.9;61.4;1975.0;6.73;3.57;4.58
7898;0.2;Premium;F;VVS2;33.6;58.3;686.0;3.14;7.75;1.83
7899;0.86;Premium;D;SI2;112.2;53.3;3179.0;4.81;3.21;4.5
7900;0.23;Premium;H;VS1;41.8;53.6;535.0;7.83;5.76;2.84
7901;0.21;Very Good;G;VS1;93.5;60.3;351.0;3.25;6.98;4.78
7902;0.2;Ideal;F;IF;32.6;63.4;926.0;7.44;5.09;2.04
7903;0.2;Very Good;I;VS2;72.7;63.4;518.0;7.56;7.21;5.37
7904;0.2;Premium;F;IF;103.3;57.9;405.0;3.37;4.99;4.32
7905;0.2;Premium;F;VS2;97.1;61.6;300.0;6.82;4.37;5.43
7906;0.69;Ideal;G;SI1;114.9;60.2;2510.0;4.13;4.05;4.7
7907;0.57;Good;D;SI2;62.6;54.1;1367.0;6.55;7.6;4.43
7908;0.2;Very Good;J;VS1;82.9;58.0;338.0;7.27;3.87;4.62
7909;0.2;Fair;G;VS2;64.2;59.8;331.0;4.18;6.98;3.58
7910;0.2;Premium;I;VS1;65.0;58.6;523.0;6.73;3.11;3.2
7911;0.37;Fair;G;VVS1;81.8;63.9;800.0;7.95;5.38;5.45
7912;0.49;Good;F;SI1;56.3;53.7;957.0;6.4;6.1;3.52
7913;0.27;Ideal;G;VVS1;34.4;58.0;542.0;5.85;6.9;2.19
7914;0.2;Ideal;J;SI1;48.3;53.6;300.0;7.49;4.31;2.85
7915;0.2;Premium;G;VS2;140.8;53.7;300.0;3.81;3.73;5.31
7916;0.2;Very Good;D;SI2;74.6;64.0;300.0;6.63;6.34;4.84
7917;0.2;Fair;G;VVS1;48.5;64.6;605.0;5.74;7.5;3.21
7918;0.29;Good;G;VS1;41.0;57.5;631.0;5.46;5.52;2.25
7919;0.2;Fair;G;VVS1;73.5;57.7;300.0;5.32;6.9;4.49
7920;0.22;Premium;J;VVS1;94.4;55.5;300.0;3.09;5.77;4.18
7921;0.2;Fair;H;VS1;56.1;55.9;505.0;4.11;5.94;2.82
7922;0.2;Good;G;VVS1;56.4;56.1;632.0;6.08;7.11;3.72
7923;0.47;Very Good;G;VS2;77.7;61.0;1335.0;3.3;5.73;3.51
7924;0.2;Premium;F;VS2;113.2;63.7;300.0;4.09;3.1;4.07
7925;0.27;Ideal;E;VVS1;52.3;55.2;610.0;6.83;5.68;3.27
7926;0.2;Ideal;E;VS1;101.6;63.3;379.0;5.7;4.26;5.06
7927;0.32;Premium;F;IF;89.0;60.4;1103.0;6.67;3.06;4.33
7928;0.2;Ideal;F;IF;48.4;54.7;300.0;5.89;5.3;2.71
7929;0.41;Ideal;F;VVS2;88.0;60.0;1518.0;3.47;5.6;3.99
7930;0.2;Ideal;E;SI1;50.9;53.9;392.0;4.34;6.67;2.8
7931;0.2;Ideal;F;VS1;48.8;64.5;319.0;5.69;5.16;2.65
7932;0.2;Premium;D;VVS2;74.0;62.2;560.0;6.04;4.85;4.03
7933;0.2;Very Good;G;VS2;40.9;64.0;582.0;7.66;3.64;2.31
7934;0.79;Ideal;G;VVS2;34.5;63.2;3515.0;5.83;5.01;1.87
7935;0.3;Ideal;G;SI1;96.6;55.7;806.0;5.92;4.43;5.0
7936;0.2;Ideal;F;VS2;66.4;61.5;410.0;6.94;5.41;4.1
7937;0.49;Good;F;SI2;163.9;57.6;844.0;3.04;3.61;5.45
7938;0.2;Good;G;VS2;35.7;63.0;416.0;7.02;3.74;1.92
7939;0.2;Very Good;D;SI1;64.3;55.6;352.0;7.92;5.77;4.4
7940;0.2;Good;H;VVS2;93.3;64.6;300.0;3.31;5.37;4.05
7941;0.29;Good;G;VS2;39.3;55.4;610.0;3.26;5.95;1.81
7942;0.49;Very Good;E;SI1;33.3;53.7;1503.0;6.95;4.76;1.95
7943;0.2;Ideal;G;VS1;36.7;58.8;588.0;7.08;7.09;2.6
7944;0.38;Fair;J;VS2;53.0;64.9;398.0;3.2;6.16;2.48
7945;0.2;Very Good;F;SI1;82.9;60.1;495.0;6.92;3.14;4.17
7946;0.54;Fair;I;VS2;39.5;55.8;806.0;7.95;3.95;2.35
7947;0.2;Premium;E;SI1;81.9;57.5;300.0;3.01;4.39;3.03
7948;0.28;Premium;H;VVS1;67.8;53.3;950.0;6.33;4.12;3.54
7949;0.2;Premium;I;VS2;98.7;63.4;474.0;4.01;5.47;4.68
7950;0.2;Premium;G;SI1;92.7;63.9;560.0;6.19;3.73;4.6
7951;0.2;Ideal;J;VVS2;33.4;61.7;608.0;5.57;5.44;1.84
7952;0.2;Good;G;SI1;37.1;53.1;300.0;7.01;5.51;2.32
7953;0.7;Very Good;F;VS1;96.0;64.1;2562.0;3.3;6.91;4.9
7954;0.53;Ideal;H;VS1;107.8;56.1;1693.0;3.53;4.78;4.48
7955;0.39;Ideal;H;SI1;75.3;58.3;1004.0;5.85;6.0;4.46
7956;0.2;Fair;G;VVS1;83.2;54.4;300.0;5.74;5.56;4.7
7957;0.37;Fair;J;VS1;41.6;59.3;404.0;7.53;4.07;2.41
7958;0.97;Ideal;I;VS1;73.0;59.9;4167.0;5.19;7.24;4.54
7959;0.2;Very Good;G;VS2;45.6;64.8;300.0;4.18;5.47;2.2
7960;0.45;Premium;G;SI2;53.2;63.2;1071.0;7.43;7.24;3.9
7961;0.2;Very Good;G;VS2;52.1;62.3;300.0;4.35;5.14;2.47
7962;2.34;Ideal;E;VVS2;104.0;53.4;19633.0;6.55;3.05;4.99
7963;0.2;Premium;F;VVS1;81.0;63.9;398.0;7.23;5.36;5.1
7964;0.2;Ideal;E;VS2;72.7;58.9;404.0;5.29;7.09;4.5
7965;0.25;Ideal;H;VS1;61.1;62.0;606.0;7.97;6.72;4.49
7966;0.99;Fair;I;VVS1;83.1;57.0;2990.0;6.65;5.74;5.15
7967;0.2;Ideal;F;VS1;34.4;62.4;366.0;6.32;5.76;2.08
7968;0.2;Premium;J;VS1;90.8;54.1;539.0;3.72;3.88;3.45
